CADRE GENE ID,AFUB Gene ID,Af293 orthologue,public id,Description for A1163,Description for Af293
CADAFUBG00009696,AFUB_097910,,,conserved hypothetical protein; encoded by transcript AFUB_097910A,
CADAFUBG00009697,AFUB_097920,,,"LaeA-like regulator of secondary metabolism, putative; encoded by transcript AFUB_097920A similar to GB:AAR01218.1: LaeA [Aspergillus fumigatus]",
CADAFUBG00009698,AFUB_097930,CADAFUAG00009230,AFUA_1G00500,"FMN dependent dehydrogenase, putative; encoded by transcript AFUB_097930A similar to GB:CAC19728.1: FMN dependent dehydrogenase; cytochrome b2 (l-lactate dehydrogenase) (predicted); similar to S. cerevisiae CYB2; SPAPB1A11.03 lacks S. cerevisiae CYB2 the N-terminal heme binding domain {Schizosaccharomyces pombe] similar to Lactate 2-monooxygenase (EC 1.13.12.4) (Lactate oxidase). (Swiss-Prot:P21795) [Mycobacterium smegmatis] PubMed=2324094","Afu1g00500 (Alt. Locus), FMN dependent dehydrogenase, putative, similar to GB:CAC19728.1: FMN dependent dehydrogenase; cytochrome b2             (l-lactate dehydrogenase); similar to S. cerevisiae CYB2; SPAPB1A11.03 lacks S. cerevisiae CYB2 the N-terminal heme binding domain {Schizosaccharomyces pombe)  similar to lactate 2-monooxygenase (Lactate oxidase) (Swiss-Prot:P21795) (Mycobacterium smegmatis) PubMed=2324094, (1.-.-.-)"
CADAFUBG00009699,AFUB_097940,CADAFUAG00009150,AFUA_1G00510,"D-lactate dehydrogenase (cytochrome), putative; encoded by transcript AFUB_097940A","Afu1g00510 (Alt. Locus), D-lactate dehydrogenase (cytochrome), putative, similar to SP:P32891: D-lactate dehydrogenase (cytochrome), mitochondrial (Saccharomyces cerevisiae), (1.1.2.4)"
CADAFUBG00009700,AFUB_097950,CADAFUAG00009135,AFUA_1G00520,F-box domain protein; encoded by transcript AFUB_097950A,"Afu1g00520 (Alt. Locus), F-box domain protein"
CADAFUBG00009701,AFUB_097960,CADAFUAG00009094,AFUA_1G00530,thermoresistant gluconokinase family protein; encoded by transcript AFUB_097960A,"Afu1g00530 (Alt. Locus), thermoresistant gluconokinase family protein, similar to thermosensitive gluconokinase IdnK (26111609) (Escherichia coli CFT073) PubMed = 9135111, 11468405, (2.7.1.-)"
CADAFUBG00009702,AFUB_097970,,,conserved hypothetical protein; encoded by transcript AFUB_097970A,
CADAFUBG00009703,AFUB_097980,CADAFUAG00009299,AFUA_1G00550,conserved hypothetical protein; encoded by transcript AFUB_097980A,"Afu1g00550 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00009704,AFUB_097990,CADAFUAG00008652,AFUA_1G00560,Pfs domain protein; encoded by transcript AFUB_097990A,"Afu1g00560 (Alt. Locus), Pfs domain protein"
CADAFUBG00009705,AFUB_098000,CADAFUAG00009454,AFUA_7G08500,NACHT and WD40 domain protein; encoded by transcript AFUB_098000A,"Afu7g08500 (Alt. Locus), NACHT and WD40 domain protein, similar to beta transducin-like protein HET-E2C (GI:17225204) (Podospora anserina) contains NACHT and WD40 domains"
CADAFUBG00009706,AFUB_098010,,,"extracellular alpha-1,3-glucanase/mutanase, putative; encoded by transcript AFUB_098010A",
CADAFUBG00009707,AFUB_098020,CADAFUAG00009594,AFUA_7G08520,hypothetical protein; encoded by transcript AFUB_098020A,"Afu7g08520 (Alt. Locus), hypothetical protein"
CADAFUBG00009708,AFUB_098030,,,conserved hypothetical protein; encoded by transcript AFUB_098030A,
CADAFUBG00009709,AFUB_098040,CADAFUAG00009406,AFUA_7G08540,ankyrin repeat protein; encoded by transcript AFUB_098040A,"Afu7g08540 (Alt. Locus), ankyrin repeat protein, contains Ankyrin repeats similar to Ankyrin 3; ANK-3; Ankyrin G (Swiss-Prot:Q12955) (Homo sapiens)"
CADAFUBG00009710,AFUB_098050,,,hypothetical protein; encoded by transcript AFUB_098050A,
CADAFUBG00009711,AFUB_098060,,,hypothetical protein; encoded by transcript AFUB_098060A,
CADAFUBG00009712,AFUB_098070,,,hypothetical protein; encoded by transcript AFUB_098070A,
CADAFUBG00009713,AFUB_098170,CADAFUAG00001303,AFUA_4G04820,"C-4 methyl sterol oxidase (Erg25), putative; encoded by transcript AFUB_098170A","Afu4g04820 (Alt. Locus), C-4 methyl sterol oxidase Erg25, putative, similar to C-4 methyl sterol oxidase, catalyzes the first of three steps required to remove two C-4 methyl groups from an intermediate in ergosterol biosynthesis; mutants accumulate the sterol intermediate 4,4-dimethylzymosterol; Erg25p (GI:6321497) (Saccharomyces cerevisiae), (1.-.-.-)"
CADAFUBG00009714,AFUB_098180,,,hypothetical protein; encoded by transcript AFUB_098180A,
CADAFUBG00009715,AFUB_098190,CADAFUAG00001422,AFUA_4G04810,"Rab GTPase SrgA, putative; encoded by transcript AFUB_098190A","Afu4g04810 (Alt. Locus), Rab GTPase SrgA, putative, similar to secretion related GTPase SrgA, YPT/RAB family (GI:11558647) (Aspergillus niger) similar to Ras-related protein Ypt2 (Swiss-Prot:P17609) (Schizosaccharomyces pombe)"
CADAFUBG00009716,AFUB_098200,CADAFUAG00001357,AFUA_4G04800,"AAA family ATPase, putative; encoded by transcript AFUB_098200A","Afu4g04800 (Alt. Locus), AAA family ATPase, putative"
CADAFUBG00009717,AFUB_098210,,,conserved hypothetical protein; encoded by transcript AFUB_098210A,
CADAFUBG00009718,AFUB_098220,,,conserved hypothetical protein; encoded by transcript AFUB_098220A,
CADAFUBG00009719,AFUB_098230,CADAFUAG00001392,AFUA_4G04760,"inositol kinase kinase (UvsB), putative; encoded by transcript AFUB_098230A","Afu4g04760 (Alt. Locus), inositol kinase kinase (UvsB), putative, similar to UVSB PI-3 kinase (GI:5853096) (Emericella nidulans)"
CADAFUBG00009720,AFUB_098240,CADAFUAG00001348,AFUA_4G04750,"NADH-ubiquinone oxidoreductase 21 kDa subunit, putative; encoded by transcript AFUB_098240A","Afu4g04750 (Alt. Locus), NADH-ubiquinone oxidoreductase 21 kDa subunit, putative, similar to SP:Q02854: NADH-ubiquinone oxidoreductase 21 kDa subunit (EC             1.6.5.3)(EC 1.6.99.3) (Complex I-21KD) (CI-21KD) (Neurospora             crassa"
CADAFUBG00009721,AFUB_098250,CADAFUAG00001352,AFUA_4G04745,Swi3-like protein; encoded by transcript AFUB_098250A GB:AAS77252.1: replication fork protection complex component Swi3 {Schizosaccharomyces pombe;},Chromosome segregation in meiosis protein 3  [Source:UniProtKB/Swiss-Prot;Acc:A4DA84]
CADAFUBG00009722,AFUB_098260,CADAFUAG00001406,AFUA_4G04740,"Ran exchange factor Prp20/Pim1, putative; encoded by transcript AFUB_098260A","Afu4g04740 (Alt. Locus), Ran exchange factor Prp20/Pim1, putative, similar to GB:AAG43106.1: Prp20p {Candida albicans;}           similar to Pim1 protein (Poly(A)+ RNA transport protein 2) (Swiss-Prot:P28745) (Schizosaccharomyces pombe)  similar to regulator of chromosome condensation (PRP20 protein) (Pheromoneresponse pathway component SRM1) (Swiss-Prot:P21827) (Saccharomyces cerevisiae) PubMed=2277633"
CADAFUBG00009723,AFUB_098270,CADAFUAG00001302,AFUA_4G04730,riboflavin-specific deaminase; encoded by transcript AFUB_098270A,"Afu4g04730 (Alt. Locus), riboflavin-specific deaminase, (3.5.4.26)"
CADAFUBG00009724,AFUB_098280,CADAFUAG00001466,AFUA_4G04720,"nuclear pore protein (Nic96), putative; encoded by transcript AFUB_098280A","Afu4g04720 (Alt. Locus), nuclear pore protein (Nic96), putative, similar to nuclear pore protein NIC96 (SP:P34077) (Saccharomyces cerevisiae)"
CADAFUBG00009725,AFUB_098290,CADAFUAG00001334,AFUA_4G04710,"protein tyrosine phosphatase (Pyp1), putative; encoded by transcript AFUB_098290A","Afu4g04710 (Alt. Locus), protein tyrosine phosphatase (Pyp1), putative, similar to protein-tyrosine phosphatase pyp1 (EC 3.1.3.48) (GI:19115797) (Schizosaccharomyces pombe), (3.1.3.48)"
CADAFUBG00009726,AFUB_098300,CADAFUAG00001439,AFUA_4G04700,F-box domain protein; encoded by transcript AFUB_098300A,"Afu4g04700 (Alt. Locus), F-box domain protein"
CADAFUBG00009727,AFUB_098310,CADAFUAG00001407,AFUA_4G04690,conserved hypothetical protein; encoded by transcript AFUB_098310A,"Afu4g04690 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00009728,AFUB_098320,CADAFUAG00001281,AFUA_4G04680,"FGGY-family carbohydrate kinase, putative; encoded by transcript AFUB_098320A","Afu4g04680 (Alt. Locus), FGGY-family carbohydrate kinase, putative"
CADAFUBG00009729,AFUB_098330,CADAFUAG00001288,AFUA_4G04670,calcium permease family membrane transporter; encoded by transcript AFUB_098330A,"Afu4g04670 (Alt. Locus), calcium permease family membrane transporter"
CADAFUBG00009730,AFUB_098340,CADAFUAG00001429,AFUA_4G04660,"proteasome regulatory particle subunit Rpt6, putative; encoded by transcript AFUB_098340A","Afu4g04660 (Alt. Locus), proteasome regulatory particle subunit Rpt6, putative, Similar to SP:Q01939: 26S protease regulatory subunit 8 homolog (SUG1 protein)(CIM3protein) (TAT-binding protein TBY1). {Saccharomyces cerevisiae;}"
CADAFUBG00009731,AFUB_098350,CADAFUAG00001276,AFUA_4G04650,conserved hypothetical protein; encoded by transcript AFUB_098350A,"Afu4g04650 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00009732,AFUB_098360,CADAFUAG00001364,AFUA_4G04640,"ubiquitin fusion degradation protein (Ufd1), putative; encoded by transcript AFUB_098360A","Afu4g04640 (Alt. Locus), ubiquitin fusion degradation protein (Ufd1), putative, similar to PRLI-interacting factor K (GI:11139266) (Arabidopsis thaliana) similar to Ufd1p (GI:6321485) (Saccharomyces cerevisiae)"
CADAFUBG00009733,AFUB_098370,CADAFUAG00001272,AFUA_4G04630,"Golgi membrane protein, putative; encoded by transcript AFUB_098370A","Afu4g04630 (Alt. Locus), Golgi membrane protein, putative"
CADAFUBG00009734,AFUB_098380,CADAFUAG00001368,AFUA_4G04620,"outer membrane protein, OMP85 family; encoded by transcript AFUB_098380A","Afu4g04620 (Alt. Locus), mitochondrial outer membrane protein (Sam50), putative, similar to essential component of the Sorting and Assembly Machinery (SAM or Tob complex) of the mitochondrial outer membrane, which binds precursors of beta-barrel proteins and facilitates their outer membrane insertion; homologous to bacterial Omp85; Sam50p (GI:6324302) (Saccharomyces cerevisiae)"
CADAFUBG00009735,AFUB_098390,CADAFUAG00001454,AFUA_4G04612,"ubiquitin-conjugating enzyme Ubc6, putative; encoded by transcript AFUB_098390A similar to ubiquitin-conjugating enzyme involved in ER-associated protein degradation; located at the cytosolic side of the ER membrane; tail region contains a transmembrane segment at the C-terminus; substrate of the ubiquitin-proteasome pathway; Ubc6p (GI:6320947) [Saccharomyces cerevisiae]","Afu4g04610 (Alt. Locus), ubiquitin-conjugating enzyme Ubc6, putative, similar to ubiquitin-conjugating enzyme involved in ER-associated protein degradation; located at the cytosolic side of the ER membrane; tail region contains a transmembrane segment at the C-terminus; substrate of the ubiquitin-proteasome pathway; Ubc6p (GI:6320947) (Saccharomyces cerevisiae), (6.3.2.19)"
CADAFUBG00009736,AFUB_098400,CADAFUAG00001450,AFUA_4G04605,conserved hypothetical protein; encoded by transcript AFUB_098400A,"Afu4g04605 (Alt. Locus), conserved hypothetical protein, conserved hypothetical protein, similar to SNDB (GI:49618683) (Emericella nidulans)"
CADAFUBG00009737,AFUB_098410,CADAFUAG00001358,AFUA_4G04600,cytochrome C1 heme lyase; encoded by transcript AFUB_098410A,"Afu4g04600 (Alt. Locus), cytochrome c heme lyase, putative, similar to SP:P14187: Cytochrome c heme lyase (Neurospora crassa)"
CADAFUBG00009738,AFUB_098420,CADAFUAG00001446,AFUA_4G04590,"ubiquinone biosynthesis protein, putative; encoded by transcript AFUB_098420A","Afu4g04590 (Alt. Locus), ubiquinone biosynthesis protein, putative"
CADAFUBG00009739,AFUB_098430,CADAFUAG00001480,AFUA_4G04580,hypothetical protein; encoded by transcript AFUB_098430A,"Afu4g04580 (Alt. Locus), hypothetical protein"
CADAFUBG00009740,AFUB_098440,CADAFUAG00001347,AFUA_4G04570,conserved hypothetical protein; encoded by transcript AFUB_098440A,"Afu4g04570 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00009741,AFUB_098450,CADAFUAG00001292,AFUA_4G04560,"GTP binding protein, putative; encoded by transcript AFUB_098450A","Afu4g04560 (Alt. Locus), GTP binding protein, putative, similar to RalB-binding protein (GI:3702194) (Xenopus laevis) similar to RAP1, GTP-GDP dissociation stimulator 1 (GI:20070314) (Homo sapiens)"
CADAFUBG00009742,AFUB_098460,CADAFUAG00001420,AFUA_4G04550,conserved hypothetical protein; encoded by transcript AFUB_098460A,"Afu4g04550 (Alt. Locus), xanthine-guanine phosphoribosyl transferase Xpt1, putative, similar to xanthine-guanine phosphoribosyl transferase, required for xanthine utilization and for optimal utilization of guanine; Xpt1p (GI:6322593) (Saccharomyces cerevisiae)"
CADAFUBG00009743,AFUB_098470,CADAFUAG00001338,AFUA_4G04540,"C4-dicarboxylate transporter/malic acid transport protein, putative; encoded by transcript AFUB_098470A","Afu4g04540 (Alt. Locus), C4-dicarboxylate transporter/malic acid transport protein, putative"
CADAFUBG00009744,AFUB_098480,CADAFUAG00001433,AFUA_4G04530,"short chain dehydrogenase/reductase, putative; encoded by transcript AFUB_098480A","Afu4g04530 (Alt. Locus), short chain dehydrogenase/reductase (Ayr1), putative, similar to NADPH-dependent 1-acyl dihydroxyacetone phosphate reductase found in lipid particles, ER, and mitochondrial outer membrane; involved in phosphatidic acid biosynthesis; required for spore germination; capable of metabolizing steroid hormones; Ayr1p (GI:6322067) (Saccharomyces cerevisiae), (1.-.-.-)"
CADAFUBG00009745,AFUB_098490,CADAFUAG00001416,AFUA_4G04520,"succinyl-CoA synthetase beta subunit, putative; encoded by transcript AFUB_098490A","Afu4g04520 (Alt. Locus), succinyl-CoA synthetase beta subunit, putative, (6.2.1.4)"
CADAFUBG00009746,AFUB_098500,CADAFUAG00001304,AFUA_4G04510,F-box domain protein; encoded by transcript AFUB_098500A,"Afu4g04510 (Alt. Locus), F-box domain protein"
CADAFUBG00009747,AFUB_098510,CADAFUAG00001430,AFUA_4G04502,hypothetical protein; encoded by transcript AFUB_098510A,"Afu4g04500 (Alt. Locus), flocculation suppression protein"
CADAFUBG00009748,AFUB_098520,CADAFUAG00001447,AFUA_4G04480,conserved hypothetical protein; encoded by transcript AFUB_098520A,"Afu4g04480 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00009749,AFUB_098530,CADAFUAG00001274,AFUA_4G04470,conserved hypothetical protein; encoded by transcript AFUB_098530A,"Afu4g04470 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00009750,AFUB_098540,CADAFUAG00001315,AFUA_4G04465,hypothetical protein; encoded by transcript AFUB_098540A,"Afu4g04465 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00009751,AFUB_098550,CADAFUAG00001410,AFUA_4G04460,"60S ribosome protein L13, putative; encoded by transcript AFUB_098550A","Afu4g04460 (Alt. Locus), 60S ribosomal protein L13"
CADAFUBG00009752,AFUB_098560,CADAFUAG00001398,AFUA_4G04450,conserved hypothetical protein; encoded by transcript AFUB_098560A,"Afu4g04450 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00009753,AFUB_098570,CADAFUAG00001297,AFUA_4G04440,conserved leucine-rich repeat protein; encoded by transcript AFUB_098570A,"Afu4g04440 (Alt. Locus), conserved leucine-rich repeat protein"
CADAFUBG00009754,AFUB_098580,CADAFUAG00001449,AFUA_4G04430,conserved hypothetical protein; encoded by transcript AFUB_098580A,"Afu4g04430 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00009755,AFUB_098590,CADAFUAG00001342,AFUA_4G04420,actin family protein; encoded by transcript AFUB_098590A,Actin-like protein arp6  [Source:UniProtKB/Swiss-Prot;Acc:Q4W9M3]
CADAFUBG00009756,AFUB_098600,CADAFUAG00001323,AFUA_4G04415,IBR domain protein; encoded by transcript AFUB_098600A,"Afu4g04415 (Alt. Locus), IBR domain protein, contains an IBR domain"
CADAFUBG00009757,AFUB_098610,CADAFUAG00001438,AFUA_4G04410,"3-hydroxybutyryl-CoA dehydrogenase, putative; encoded by transcript AFUB_098610A","Afu4g04410 (Alt. Locus), 3-hydroxybutyryl-CoA dehydrogenase, putative, (1.1.1.157)"
CADAFUBG00009758,AFUB_098620,CADAFUAG00001371,AFUA_4G04390,"DNA repair protein (Tof1), putative; encoded by transcript AFUB_098620A",Topoisomerase 1-associated factor 1  [Source:UniProtKB/Swiss-Prot;Acc:Q4W9M7]
CADAFUBG00009759,AFUB_098630,CADAFUAG00001436,AFUA_4G04380,"phenazine biosynthesis-like protein, putative; encoded by transcript AFUB_098630A","Afu4g04380 (Alt. Locus), phenazine biosynthesis-like protein, putative, similar to GB:AAN30288.1: phenazine biosynthesis protein, PhzF family             {Brucella suis 1330;} ^|^OMNI|BR1374|AAN30288.1|23348218| phenazine             biosynthesis protein, PhzF family {Brucella suis 1330;}"
CADAFUBG00009760,AFUB_098640,CADAFUAG00001284,AFUA_4G04370,conserved hypothetical protein; encoded by transcript AFUB_098640A,"Afu4g04370 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00009761,AFUB_098650,CADAFUAG00001470,AFUA_4G04360,"TFIIH and nucleotide excision repair factor 3 complexes subunit (Tfb2), putative; encoded by transcript AFUB_098650A","Afu4g04360 (Alt. Locus), TFIIH and nucleotide excision repair factor 3 complexes subunit (Tfb2), putative, similar to subunit of TFIIH and nucleotide excision repair factor 3 complexes, Tfb2p (Saccharomyces cerevisiae)"
CADAFUBG00009762,AFUB_098660,CADAFUAG00001487,AFUA_4G04355,PaaI_thioesterase family protein; encoded by transcript AFUB_098660A,"Afu4g04355 (Alt. Locus), PaaI_thioesterase family protein, putative, similar to Chain A, Crystal Structure Of Thioesterase Superfamily Member2 (GI:88192687) (Mus Musculus)"
CADAFUBG00009763,AFUB_098670,CADAFUAG00001479,AFUA_4G04350,"DEAD helicases superfamily protein (Aquarius), putative; encoded by transcript AFUB_098670A","Afu4g04350 (Alt. Locus), DEAD helicases superfamily protein (Aquarius), putative, similar to aquarius (GI:38788372) (Homo sapiens)"
CADAFUBG00009764,AFUB_098680,CADAFUAG00001277,AFUA_4G04330,"THO complex subunit Tho1, putative; encoded by transcript AFUB_098680A","Afu4g04330 (Alt. Locus), THO complex subunit Tho1, putative, similar to RF:NP_958481.1: THO complex 1 (Danio rerio)  similar to SP:Q96FV9: THO complex subunit 1, Tho1, Nuclear matrix protein p84 (Homo sapiens)"
CADAFUBG00009765,AFUB_098690,CADAFUAG00001404,AFUA_4G04320,"homeobox transcription factor, putative; encoded by transcript AFUB_098690A","Afu4g04320 (Alt. Locus), homeobox transcription factor, putative, similar to LIM homeodomain protein (GI:3335524) (Homo sapiens)"
CADAFUBG00009766,AFUB_098700,CADAFUAG00001326,AFUA_4G04318,conserved hypothetical protein; encoded by transcript AFUB_098700A,"Afu4g04318 (Alt. Locus), copper resistance protein Crd2, putative, similar to Cu-binding metallothionein; copper resistance determinant 2; Crd2p; metallothionein; MT (GI:8745543) (Candida albicans) PMID: 10940034"
CADAFUBG00009767,AFUB_098710,,,tRNA-Thr; anticodon TGT [Source: TRNASCAN-SE],
CADAFUBG00009768,AFUB_098720,CADAFUAG00001461,AFUA_4G04310,"AP-2 adaptor complex subunit alpha, putative; encoded by transcript AFUB_098720A","Afu4g04310 (Alt. Locus), AP-2 adaptor complex subunit alpha, putative, similar to Alpha-adaptin homolog (Swiss-Prot:P91926) (Drosophila melanogaster)"
